點位編號,緯度,經度,點位座標,設備車道數,車道數,電號,用電地址,收費月份,用電度數,應繳總金額,繳費狀況,繳費期限,代收截止日,饋線別,停電組別,計費期間(起),計費期間(訖),收費日期,收費戶區,戶名,通訊地址,統編,上次抄表日,本次抄表日,下次抄表日,代繳帳號,下次收費日,終契日期,停電日期,停電日數,服務所,行業別,電燈用途別,電價種類,時間種類,扣款日,本期碳排量,去年全年平均電價,當期每度平均電價,查核碼,去年下期用電日數,計費度數－經常（尖峰）度數,上期預繳餘額,去年同期用電日數,調整係數（％）,功率因數調整費,基本電費（約定）,基本電費（非約定）,經常（尖峰）需量,離峰需量,本期預繳餘額,稅前應繳總金額,平均用電度數,用電超出比例,加〈減〉收金額,停電扣減金額,電價調整金額,計費度數－週六半尖峰度數,週六半尖峰需量,去年同期應繳總金額,去年同期用電度數,營業稅,功率因數（％）,計費度數－離峰度數,經常（尖峰）契約,底度,電子帳單優惠減收金額,去年下期用電度數,流動電費,遲付費用,本期用電日數,收費區,維運站,備註,資料提供
03F0301S,24.96255,121.530572,"N24° 57'45.18""  E121° 31'50.06""",4,3,01-58-0346-03-0,文山區木柵路五段國道３號南下２０．１９公里（電子收費系統）,11401,4056,15296,已繳,1140122,1140221,WZ24,A,1131028,1131224,1140102,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131028,113年12月25日,114年02月21日,000100100******,114年03月03日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月23日,2004,無,3.78,650,59,4056,無,63,無,無,無,無,無,無,無,14568.0元,4056,無,無,無,無,無,無,16467元,4427,728.0元,無,無,無,40,-10.0元,4161,15306.1元,無,58,03F-030.1SN,北區樹林,,phase 1
03F0337S,24.978881,121.502381,"N24° 58'43.97""  E121° 30'8.57""",4,3,01-68-6567-02-2,新北市中和區興南路二段２６１巷６之１號左側１１０公尺,11306,2258,7013,已繳,1130710,1130813,WB25,H,1130411,1130611,1130620,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130411,113年06月12日,113年08月13日,000100100******,113年08月19日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月05日,1118,無,無,154,61,2258,無,56,無,無,無,無,無,無,無,6679.0元,4906,無,無,無,無,無,無,5559元,1949,334.0元,無,無,無,40,-10.0元,2266,7022.5元,無,62,03F-033.7S,北區樹林,,phase 1
03F0337S,24.978881,121.502381,"N24° 58'43.97""  E121° 30'8.57""",4,3,01-68-6567-02-2,新北市中和區興南路二段２６１巷６之１號左側１１０公尺,11308,2313,8493,已繳,1130908,1131014,WB25,H,1130612,1130812,1130819,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130612,113年08月13日,113年10月14日,000100100******,113年10月18日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月05日,1143,無,無,656,60,2313,無,61,無,無,無,無,無,無,無,8089.0元,5959,無,無,無,無,無,無,7967元,2266,404.0元,無,無,無,40,-10.0元,2188,8502.9元,無,62,03F-033.7S,北區樹林,,phase 1
03F0337S,24.978881,121.502381,"N24° 58'43.97""  E121° 30'8.57""",4,3,01-68-6567-02-2,新北市中和區興南路二段２６１巷６之１號左側１１０公尺,11310,2278,8018,已繳,1131107,1131212,WB25,H,1130813,1131013,1131018,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130813,113年10月14日,113年12月12日,000100100******,113年12月18日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月05日,1125,無,3.53,55,62,2278,無,60,無,無,無,無,無,無,無,7636.0元,5598,無,無,無,無,無,無,7521元,2188,382.0元,無,無,無,40,-10.0元,2176,8028.4元,無,62,03F-033.7S,北區樹林,,phase 1
03F0337S,24.978881,121.502381,"N24° 58'43.97""  E121° 30'8.57""",4,3,01-68-6567-02-2,新北市中和區興南路二段２６１巷６之１號左側１１０公尺,11312,2088,6131,已繳,1140107,1140211,WB25,H,1131014,1131211,1131218,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131014,113年12月12日,114年02月11日,000100100******,114年02月17日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月05日,1032,無,2.95,655,62,2088,無,62,無,無,無,無,無,無,無,5839.0元,4191,無,無,-1.5元,無,無,無,6212元,2176,292.0元,無,無,無,40,-10.0元,2139,6142.4元,無,59,03F-033.7S,北區樹林,,phase 1
03F0338N,24.978586,121.501744,"N24° 58'42.91""  E121° 30'6.28""",4,3,01-68-6567-04-4,新北市中和區興南路二段２６１巷６之１號左側１９８公尺,11306,2263,7031,已繳,1130710,1130813,WB25,H,1130411,1130611,1130620,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130411,113年06月12日,113年08月13日,000100100******,113年08月19日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月05日,1120,無,無,554,61,2263,無,56,無,無,無,無,無,無,無,6696.0元,4906,無,無,無,無,無,無,8752元,1910,335.0元,無,無,無,40,-10.0元,2320,7041.3元,無,62,03F-033.8N,北區樹林,,phase 1
03F0338N,24.978586,121.501744,"N24° 58'42.91""  E121° 30'6.28""",4,3,01-68-6567-04-4,新北市中和區興南路二段２６１巷６之１號左側１９８公尺,11308,2286,8373,已繳,1130908,1131014,WB25,H,1130612,1130812,1130819,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130612,113年08月13日,113年10月14日,000100100******,113年10月18日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月05日,1129,無,無,856,60,2286,無,61,無,無,無,無,無,無,無,7974.0元,5959,無,無,無,無,無,無,8197元,2320,399.0元,無,無,無,40,-10.0元,2232,8382.5元,無,62,03F-033.8N,北區樹林,,phase 1
03F0338N,24.978586,121.501744,"N24° 58'42.91""  E121° 30'6.28""",4,3,01-68-6567-04-4,新北市中和區興南路二段２６１巷６之１號左側１９８公尺,11310,2258,7933,已繳,1131107,1131212,WB25,H,1130813,1131013,1131018,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130813,113年10月14日,113年12月12日,000100100******,113年12月18日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月05日,1116,無,3.52,555,62,2258,無,60,無,無,無,無,無,無,無,7555.0元,5598,無,無,無,無,無,無,7705元,2232,378.0元,無,無,無,40,-10.0元,2384,7942.8元,無,62,03F-033.8N,北區樹林,,phase 1
03F0338N,24.978586,121.501744,"N24° 58'42.91""  E121° 30'6.28""",4,3,01-68-6567-04-4,新北市中和區興南路二段２６１巷６之１號左側１９８公尺,11312,2081,6106,已繳,1140107,1140211,WB25,H,1131014,1131211,1131218,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131014,113年12月12日,114年02月11日,000100100******,114年02月17日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月05日,1028,無,2.94,55,62,2081,無,62,無,無,無,無,無,無,無,5815.0元,4191,無,無,-1.5元,無,無,無,6928元,2384,291.0元,無,無,無,40,-10.0元,1925,6117.2元,無,59,03F-033.8N,北區樹林,,phase 1
03F0301S,24.96255,121.530572,"N24° 57'45.18""  E121° 31'50.06""",4,3,01-75-1078-00-6,土城區中央路四段３２１巷３０之１號左邊４０公尺處,11307,4020,16719,已繳,1130723,1130829,WM27,E,1130429,1130626,1130703,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130429,113年06月27日,113年08月29日,000100100******,113年09月04日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月23日,1990,無,無,957,60,4020,無,61,無,無,無,無,無,無,無,15923.0元,1385,190,無,無,無,無,無,18157元,4431,796.0元,無,無,無,40,-10.0元,4207,16728.8元,無,59,03F-030.1SN,北區樹林,,phase 1
03F0301S,24.96255,121.530572,"N24° 57'45.18""  E121° 31'50.06""",4,3,01-75-1078-00-6,土城區中央路四段３２１巷３０之１號左邊４０公尺處,11309,4321,20910,已繳,1130924,1131030,WM33,E,1130627,1130828,1130904,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130627,113年08月29日,113年10月30日,000100100******,113年11月05日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月23日,2135,無,無,556,61,4321,無,60,無,無,無,無,無,無,無,19914.0元,1746,147,無,無,無,無,無,19075元,4207,996.0元,無,無,無,40,-10.0元,4226,20919.6元,無,63,03F-030.1SN,北區樹林,,phase 1
03F0301S,24.96255,121.530572,"N24° 57'45.18""  E121° 31'50.06""",4,3,01-75-1078-00-6,土城區中央路四段３２１巷３０之１號左邊４０公尺處,11311,4180,18075,已繳,1131125,1131227,WM33,E,1130829,1131029,1131105,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130829,113年10月30日,113年12月27日,000100100******,114年01月06日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月23日,2065,無,4.33,352,63,4180,無,61,無,無,無,無,無,無,無,17214.0元,1590,163,無,無,無,無,無,17715元,4226,861.0元,無,無,無,40,-10.0元,4227,18085.1元,無,62,03F-030.1SN,北區樹林,,phase 1
03F0301S,24.96255,121.530572,"N24° 57'45.18""  E121° 31'50.06""",4,3,01-75-1078-00-6,土城區中央路四段３２１巷３０之１號左邊４０公尺處,11401,3804,13892,已繳,1140126,1140225,WM33,E,1131030,1131226,1140106,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131030,113年12月27日,114年02月25日,000100100******,114年03月05日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月23日,1879,無,3.66,550,61,3804,無,63,無,無,無,無,無,無,無,13230.0元,1037,267,無,-2.9元,無,無,無,15426元,4227,662.0元,無,無,無,40,-10.0元,4076,13905.0元,無,58,03F-030.1SN,北區樹林,,phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-75-9551-00-7,新北市土城區金城路二段４６巷５號前２５公尺,11305,3939,14326,已繳,1130530,1130703,W529,E,1130304,1130505,1130510,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130304,113年05月06日,113年07月03日,000100100******,113年07月09日, , ,0,　,無,G08,表燈營業用,非時間電價,113年06月01日,1950,無,無,654,57,3939,無,60,無,無,無,無,無,無,無,13644.0元,7365,無,無,-1.4元,無,無,無,13477元,3864,682.0元,無,無,無,40,-10.0元,3752,14337.3元,無,63,03F-039.4SN,北區樹林,,Phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-75-9551-00-7,新北市土城區金城路二段４６巷５號前２５公尺,11307,3740,15336,已繳,1130729,1130904,W529,E,1130506,1130702,1130709,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130506,113年07月03日,113年09月04日,000100100******,113年09月10日, , ,0,　,無,G08,表燈營業用,非時間電價,113年08月01日,1851,無,無,757,62,3740,無,57,無,無,無,無,無,無,無,14606.0元,7447,無,無,無,無,無,無,14429元,3752,730.0元,無,無,無,40,-10.0元,4003,15346.1元,無,58,03F-039.4SN,北區樹林,,phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-75-9551-00-7,新北市土城區金城路二段４６巷５號前２５公尺,11309,4112,19426,已繳,1130930,1131105,W529,E,1130703,1130903,1130910,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130703,113年09月04日,113年11月05日,000100100******,113年11月11日, , ,0,　,無,G08,表燈營業用,非時間電價,113年10月01日,2031,無,無,856,59,4112,無,62,無,無,無,無,無,無,無,18501.0元,9869,無,無,-3.5元,無,無,無,17727元,4003,925.0元,無,無,無,40,-10.0元,3739,19439.9元,無,63,03F-039.4SN,北區樹林,,phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-75-9551-00-7,新北市土城區金城路二段４６巷５號前２５公尺,11311,3985,16480,已繳,1131201,1140102,W529,E,1130904,1131104,1131111,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130904,113年11月05日,114年01月02日,000100100******,114年01月08日, , ,0,　,無,G08,表燈營業用,非時間電價,113年12月01日,1969,無,4.14,852,67,3985,無,59,無,無,無,無,無,無,無,15695.0元,8701,無,無,-1.6元,無,無,無,14617元,3739,785.0元,無,無,無,40,-10.0元,4146,16491.9元,無,62,03F-039.4SN,北區樹林,,phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-84-0069-00-4,台北市文山區新光路二段７４巷２號左前方５０公尺,11305,5554,29918,已繳,1130612,1130716,WG29,H,1130315,1130516,1130523,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130315,113年05月17日,113年07月16日,000100100******,113年07月22日, , ,0,　,無,B21,表燈非營業用,非時間電價,113年06月16日,2749,無,無,54,58,5554,無,60,無,無,無,無,無,無,無,28493.0元,無,無,無,無,無,無,無,24588元,5050,1425.0元,無,無,無,40,-10.0元,4634,29928.3元,無,63,03F-039.4SN,北區樹林,,Phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-84-0069-00-4,台北市文山區新光路二段７４巷２號左前方５０公尺,11307,4828,30718,已繳,1130811,1130918,WG29,H,1130517,1130715,1130722,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130517,113年07月16日,113年09月18日,000100100******,113年09月24日, , ,0,　,無,B21,表燈非營業用,非時間電價,113年08月16日,2390,無,無,158,62,4828,無,58,無,無,無,無,無,無,無,29255.0元,無,無,無,無,無,無,無,26580元,4634,1463.0元,無,無,無,40,-10.0元,5293,30728.3元,無,60,03F-039.4SN,北區樹林,,phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-84-0069-00-4,台北市文山區新光路二段７４巷２號左前方５０公尺,11309,5405,37247,已繳,1131014,1131118,WG29,H,1130716,1130917,1130924,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130716,113年09月18日,113年11月18日,000100100******,113年11月22日, , ,0,　,無,B21,表燈非營業用,非時間電價,113年10月16日,2670,無,無,955,59,5405,無,62,無,無,無,無,無,無,無,35473.0元,無,無,無,無,無,無,無,33319元,5293,1774.0元,無,無,無,40,-10.0元,4557,37256.5元,無,64,03F-039.4SN,北區樹林,,phase 1
03F0394S,24.975247,121.454925,"N24°58'30.89""  E121°27'17.73""",5,4,01-84-0069-00-4,台北市文山區新光路二段７４巷２號左前方５０公尺,11311,4331,23693,已繳,1131212,1140115,WG29,H,1130918,1131117,1131122,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130918,113年11月18日,114年01月15日,000100100******,114年01月21日, , ,0,　,無,B21,表燈非營業用,非時間電價,113年12月16日,2140,無,5.48,254,66,4331,無,59,無,無,無,無,無,無,無,22565.0元,無,無,無,無,無,無,無,23880元,4557,1128.0元,無,無,無,40,-10.0元,5508,23703.0元,無,61,03F-039.4SN,北區樹林,,phase 1
03A0041S,25.003864,121.586039,"N25° 0'13.91""  E121°35'9.74""",3,2,01-96-8460-00-0,台北市文山區木柵路五段５３號出口（國三甲台北聯絡線４．１６Ｋ,11305,3096,9841,已繳,1130611,1130715,WZ24,A,1130314,1130515,1130522,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130314,113年05月16日,113年07月15日,000100100******,113年07月19日, , ,0,　,無,G08,表燈營業用,非時間電價,113年06月16日,1533,無,無,954,60,3096,無,58,無,無,無,無,無,無,無,9372.0元,3361,無,無,無,無,無,無,8004元,2697,469.0元,無,無,無,40,-10.0元,2956,9850.6元,無,63,03A-004.1SN,北區樹林,,Phase 1
03A0041S,25.003864,121.586039,"N25° 0'13.91""  E121°35'9.74""",3,2,01-96-8460-00-0,台北市文山區木柵路五段５３號出口（國三甲台北聯絡線４．１６Ｋ,11307,2810,10184,已繳,1130808,1130916,WZ24,A,1130516,1130714,1130719,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130516,113年07月15日,113年09月16日,000100100******,113年09月23日, , ,0,　,無,G08,表燈營業用,非時間電價,113年08月16日,1391,無,無,859,62,2810,無,60,無,無,無,無,無,無,無,9699.0元,3801,無,無,無,無,無,無,10232元,2956,485.0元,無,無,無,40,-10.0元,3117,10194.0元,無,60,03A-004.1SN,北區樹林,,phase 1
03A0041S,25.003864,121.586039,"N25° 0'13.91""  E121°35'9.74""",3,2,01-96-8460-00-0,台北市文山區木柵路五段５３號出口（國三甲台北聯絡線４．１６Ｋ,11309,3277,13518,已繳,1131013,1131115,WZ24,A,1130715,1130915,1130923,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130715,113年09月16日,113年11月15日,000100100******,113年11月21日, , ,0,　,無,G08,表燈營業用,非時間電價,113年10月16日,1619,無,無,853,59,3277,無,62,無,無,無,無,無,無,無,12874.0元,4428,無,無,無,無,無,無,11861元,3117,644.0元,無,無,無,40,-10.0元,2893,13528.1元,無,63,03A-004.1SN,北區樹林,,phase 1
03A0041S,25.003864,121.586039,"N25° 0'13.91""  E121°35'9.74""",3,2,01-96-8460-00-0,台北市文山區木柵路五段５３號出口（國三甲台北聯絡線４．１６Ｋ,11311,2882,9505,已繳,1131211,1140114,WZ24,A,1130916,1131114,1131121,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130916,113年11月15日,114年01月14日,000100100******,114年01月20日, , ,0,　,無,G08,表燈營業用,非時間電價,113年12月16日,1424,無,3.31,454,64,2882,無,59,無,無,無,無,無,無,無,9052.0元,3472,無,無,-1.5元,無,無,無,9341元,2893,453.0元,無,無,無,40,-10.0元,2992,9516.8元,無,60,03A-004.1SN,北區樹林,,phase 1
05F0055S,24.996503,121.652086,"N24°59'47.41""  E121°39'7.51""",3,3,01-97-7576-00-8,新北市石碇區石崁國道五號南下５．５公里（電子收費系統）,11306,3153,10695,已繳,1130710,1130813,W258,D,1130411,1130611,1130620,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130411,113年06月12日,113年08月13日,000100100******,113年08月19日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月05日,1561,無,無,554,61,3153,無,56,無,無,無,無,無,無,無,10186.0元,625,404,無,無,無,無,無,8710元,2843,509.0元,無,無,無,40,-10.0元,3265,10705.0元,無,62,05F-005.5SN,北區樹林,,phase 1
05F0055S,24.996503,121.652086,"N24°59'47.41""  E121°39'7.51""",3,3,01-97-7576-00-8,新北市石碇區石崁國道五號南下５．５公里（電子收費系統）,11308,3243,13276,已繳,1130908,1131014,W258,D,1130612,1130812,1130819,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130612,113年08月13日,113年10月14日,000100100******,113年10月18日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月05日,1602,無,無,756,60,3243,無,61,無,無,無,無,無,無,無,12644.0元,841,286,無,-1.7元,無,無,無,12841元,3265,632.0元,無,無,無,40,-10.0元,2988,13287.4元,無,62,05F-005.5SN,北區樹林,,phase 1
